Ingredient #1,Ingredient #2,"Combi Boost",known?
Sugar,Cocoa,5,0
Sugar,CoconutMilk,3,0
Sugar,Coffee,5,0
Sugar,Cream,4,0
Sugar,Egg,3,0
Sugar,Flour,4,0
Sugar,GrapesGreen,1,0
Sugar,GrapesRed,1,0
Sugar,Jerky,5,0
Sugar,Kiwi,1,0
Sugar,Malt,4,0
Sugar,Mandragora,-3,0
Sugar,Mango,1,0
Sugar,Milk,4,0
Sugar,Nutmeg,4,0
Sugar,Orange,1,0
Sugar,Papaya,1,0
Sugar,Peach,1,0
Sugar,Pear,1,0
Sugar,Pineapple,1,0
Sugar,Plums,1,0
Sugar,Pomegranate,1,0
Sugar,Pumpkin,4,0
Sugar,Strawberry,1,0
Sugar,TonkaBean,4,0
Sugar,Vanilla,4,0
Sugar,Wheat,3,0
Sugar,Yeast,3,0
TonkaBean,BakingPowder,3,0
TonkaBean,Butter,3,0
TonkaBean,Cinnamon,3,0
TonkaBean,Cocoa,4,0
TonkaBean,CoconutMilk,3,0
TonkaBean,Cream,3,0
TonkaBean,Egg,2,0
TonkaBean,Flour,3,0
TonkaBean,Mandragora,-3,0
TonkaBean,Milk,3,0
TonkaBean,Nutmeg,4,0
TonkaBean,Nuts,2,0
TonkaBean,Sugar,4,0
TonkaBean,Vanilla,3,0
TonkaBean,Wheat,2,0
TonkaBean,Yeast,2,0
Wasabi,Banana,-1,0
Wasabi,Blueberries,-1,0
Wasabi,Cherry,-1,0
Wasabi,Eel,5,0
Wasabi,FuguFish,5,0
Wasabi,Ginger,6,0
Wasabi,GrapesGreen,-1,0
Wasabi,GrapesRed,-1,0
Wasabi,Jerky,2,0
Wasabi,Kiwi,-1,0
Wasabi,Makarel,4,0
Wasabi,Mandragora,-3,0
Wasabi,Mango,-1,0
Wasabi,Mayonnaise,-5,0
Wasabi,Melon,-2,0
Wasabi,Nori,6,0
Wasabi,Octopus,3,0
Wasabi,Oil,1,0
Wasabi,Orange,-1,0
Wasabi,Oysters,2,0
Wasabi,Papaya,-1,0
Wasabi,Peach,-1,0
Wasabi,Pear,-1,0
Wasabi,Pineapple,-1,0
Wasabi,Piranha,4,0
Wasabi,Plums,-1,0
Wasabi,Pomegranate,-1,0
Wasabi,Rice,4,0
Wasabi,Salmon,6,0
Wasabi,Shrimp,4,0
Wasabi,Strawberry,-1,0
Wasabi,Tuna,3,0
Wasabi,Watermelon,-2,0
Vanilla,Apple,2,0
Vanilla,Banana,1,0
Vanilla,Beans,1,0
Vanilla,Beet,1,0
Vanilla,Blueberries,1,0
Vanilla,Butter,3,0
Vanilla,Cardamon,3,0
Vanilla,Cherry,1,0
Vanilla,Chicken,1,0
Vanilla,Cinnamon,4,0
Vanilla,Cocoa,4,0
Vanilla,CoconutMilk,4,0
Vanilla,Coffee,4,0
Vanilla,Cream,4,0
Vanilla,Egg,2,0
Vanilla,Flour,4,0
Vanilla,GrapesGreen,1,0
Vanilla,GrapesRed,1,0
Vanilla,Honey,4,0
Vanilla,Kiwi,1,0
Vanilla,Mandragora,-3,0
Vanilla,Mango,1,0
Vanilla,Melon,2,0
Vanilla,Milk,5,0
Vanilla,Nutmeg,3,0
Vanilla,Nuts,2,0
Vanilla,Octopus,9,0
Vanilla,Orange,1,0
Vanilla,Papaya,1,0
Vanilla,Peach,1,0
Vanilla,Pear,1,0
Vanilla,Pineapple,1,0
Vanilla,Plums,1,0
Vanilla,Pomegranate,1,0
Vanilla,Pumpkin,5,0
Vanilla,Raddish,2,0
Vanilla,Saffron,4,0
Vanilla,Strawberry,1,0
Vanilla,Sugar,4,0
Vanilla,TonkaBean,3,0
Vanilla,Watermelon,2,0
Vanilla,Wheat,3,0
BakingPowder,Butter,4,0
BakingPowder,Cheese,2,0
BakingPowder,Cinnamon,4,0
BakingPowder,Cocoa,3,0
BakingPowder,CoconutMilk,2,0
BakingPowder,Cream,4,0
BakingPowder,Egg,4,0
BakingPowder,Flour,4,0
BakingPowder,Mandragora,-3,0
BakingPowder,Milk,4,0
BakingPowder,Nutmeg,3,0
BakingPowder,Nuts,4,0
BakingPowder,Octopus,9,0
BakingPowder,Potato,3,0
BakingPowder,Pumpkin,2,0
BakingPowder,Sugar,4,0
BakingPowder,TonkaBean,3,0
BakingPowder,Water,5,0
BakingPowder,Wheat,4,0
BakingPowder,Yeast,5,0
BakingPowder,Zucchini,2,0
Butter,Asparagus,3,0
Butter,BakingPowder,4,0
Butter,Banana,1,0
Butter,Basil,4,0
Butter,Beans,3,0
Butter,Beef,4,0
Butter,Beet,2,0
Butter,Carp,4,0
Butter,Caviar,1,0
Butter,Celery,1,0
Butter,Chicken,2,0
Butter,Cinnamon,5,0
Butter,Cocoa,3,0
Butter,Corn,8,0
Butter,Duck,2,0
Butter,Egg,4,0
Butter,Eggplant,2,0
Butter,Flour,4,0
Butter,Garlic,2,0
Butter,Lamb,3,0
Butter,Lemon,3,0
Butter,Lime,2,0
Butter,Lobster,6,0
Butter,Mandragora,-3,0
Butter,Meat,4,0
Butter,Mushroom,3,0
Butter,Nutmeg,4,0
Butter,Octopus,5,0
Butter,Onion,4,0
Butter,Oysters,3,0
Butter,Peas,2,0
Butter,Pepper,2,0
Butter,Pork,3,0
Butter,Potato,4,0
Butter,Pumpkin,2,0
Butter,Raddish,4,0
Butter,Salt,4,0
Butter,Shrimp,4,0
Butter,Sugar,4,0
Butter,TonkaBean,3,0
Butter,Turkey,3,0
Butter,Vanilla,3,0
Butter,Wheat,4,0
Butter,Yeast,4,0
Butter,Zucchini,2,0
Cheese,Apple,2,0
Cheese,Asparagus,2,0
Cheese,Avocado,1,0
Cheese,BakingPowder,2,0
Cheese,Beans,3,0
Cheese,Beef,3,0
Cheese,Beet,2,0
Cheese,BellPepper,2,0
Cheese,Broccoli,1,0
Cheese,Chicken,3,0
Cheese,Cocoa,-5,0
Cheese,Corn,1,0
Cheese,Egg,4,0
Cheese,Eggplant,3,0
Cheese,GreenOnion,-2,0
Cheese,Lobster,3,0
Cheese,Mandragora,-3,0
Cheese,Meat,4,0
Cheese,Mushroom,2,0
Cheese,Nori,-8,0
Cheese,Nuts,3,0
Cheese,Pork,3,0
Cheese,Potato,4,0
Cheese,Sausage,4,0
Cheese,Shrimp,3,0
Cheese,Tomato,5,0
Cheese,Turkey,2,0
Cheese,Zucchini,2,0
Cocoa,BakingPowder,3,0
Cocoa,Banana,1,0
Cocoa,Blueberries,1,0
Cocoa,Butter,3,0
Cocoa,Cheese,-5,0
Cocoa,Cherry,1,0
Cocoa,Cinnamon,2,0
Cocoa,CoconutMilk,2,0
Cocoa,Coffee,3,0
Cocoa,Cream,4,0
Cocoa,Flour,4,0
Cocoa,Gooseberry,1,0
Cocoa,GrapesGreen,1,0
Cocoa,GrapesRed,1,0
Cocoa,Kiwi,1,0
Cocoa,Malt,5,0
Cocoa,Mandragora,-3,0
Cocoa,Mango,1,0
Cocoa,Milk,8,0
Cocoa,Nutmeg,4,0
Cocoa,Nuts,5,0
Cocoa,Onion,-5,0
Cocoa,Orange,1,0
Cocoa,Papaya,1,0
Cocoa,Peach,1,0
Cocoa,Pear,1,0
Cocoa,Peas,-5,0
Cocoa,Pineapple,1,0
Cocoa,Plums,1,0
Cocoa,Pomegranate,1,0
Cocoa,Salad,-5,0
Cocoa,Strawberry,1,0
Cocoa,Sugar,5,0
Cocoa,TonkaBean,4,0
Cocoa,Tuna,-6,0
Cocoa,Vanilla,4,0
Cocoa,Water,4,0
CoconutMilk,BakingPowder,2,0
CoconutMilk,Banana,1,0
CoconutMilk,Cinnamon,2,0
CoconutMilk,Cocoa,2,0
CoconutMilk,Duck,2,0
CoconutMilk,Flour,3,0
CoconutMilk,Mandragora,-3,0
CoconutMilk,Nutmeg,2,0
CoconutMilk,Sugar,3,0
CoconutMilk,TonkaBean,3,0
CoconutMilk,Vanilla,4,0
CoconutMilk,Wheat,3,0
Coffee,Avocado,-1,0
Coffee,BellPepper,-4,0
Coffee,Broccoli,-4,0
Coffee,Cinnamon,5,0
Coffee,Cocoa,3,0
Coffee,Cream,6,0
Coffee,GreenOnion,-2,0
Coffee,Honey,2,0
Coffee,Ice,5,0
Coffee,Malt,3,0
Coffee,Mandragora,-3,0
Coffee,Milk,4,0
Coffee,Nutmeg,2,0
Coffee,Pumpkin,2,0
Coffee,Salt,-7,0
Coffee,Sugar,5,0
Coffee,Tea,-5,0
Coffee,Vanilla,4,0
Coffee,Water,3,0
Cream,Avocado,1,0
Cream,BakingPowder,4,0
Cream,Banana,1,0
Cream,Blueberries,1,0
Cream,Caviar,3,0
Cream,Cherry,1,0
Cream,Cinnamon,3,0
Cream,Cocoa,4,0
Cream,Coffee,6,0
Cream,Corn,2,0
Cream,Egg,4,0
Cream,Flour,5,0
Cream,Gooseberry,3,0
Cream,GrapesGreen,1,0
Cream,GrapesRed,1,0
Cream,Honey,6,0
Cream,Ice,10,0
Cream,Kiwi,1,0
Cream,Malt,5,0
Cream,Mandragora,-3,0
Cream,Mango,1,0
Cream,Melon,2,0
Cream,Nutmeg,3,0
Cream,Orange,1,0
Cream,Papaya,1,0
Cream,Peach,1,0
Cream,Pear,1,0
Cream,Pineapple,1,0
Cream,Plums,1,0
Cream,Pomegranate,1,0
Cream,Potato,4,0
Cream,Pumpkin,2,0
Cream,Salmon,3,0
Cream,Shrimp,2,0
Cream,Strawberry,4,0
Cream,Sugar,4,0
Cream,TonkaBean,3,0
Cream,Tuna,3,0
Cream,Vanilla,4,0
Cream,Vinegar,-5,0
Cream,Watermelon,2,0
Cream,Wheat,4,0
Egg,Anise,6,0
Egg,Avocado,1,0
Egg,BakingPowder,4,0
Egg,Beef,1,0
Egg,Butter,4,0
Egg,Celery,3,0
Egg,Cheese,4,0
Egg,Cream,4,0
Egg,Eggplant,2,0
Egg,Flour,6,1
Egg,GreenOnion,1,0
Egg,Lobster,2,0
Egg,Mandragora,-3,0
Egg,Mayonnaise,6,0
Egg,Nutmeg,2,0
Egg,Oil,4,1
Egg,Paprika,5,0
Egg,Pepper,3,1
Egg,Potato,1,0
Egg,RedPepper,3,0
Egg,Rice,3,1
Egg,Salad,5,0
Egg,Sausage,4,0
Egg,Sugar,3,0
Egg,TonkaBean,2,0
Egg,Tuna,3,0
Egg,Turkey,3,0
Egg,Vanilla,2,0
Egg,Vinegar,3,0
Egg,Wheat,3,0
Egg,Yeast,3,0
Flour,Algae,2,0
Flour,BakingPowder,4,0
Flour,Banana,1,1
Flour,Beef,1,0
Flour,Blueberries,1,0
Flour,Butter,4,0
Flour,Cherry,1,1
Flour,Chicken,4,1
Flour,Cinnamon,3,0
Flour,Cocoa,4,0
Flour,Coconut,1,0
Flour,CoconutMilk,3,0
Flour,Cream,5,0
Flour,Egg,6,1
Flour,FishBone,4,0
Flour,GrapesGreen,1,0
Flour,GrapesRed,1,0
Flour,Honey,4,0
Flour,Kiwi,1,0
Flour,Lemon,1,0
Flour,Lime,1,0
Flour,Lobster,3,0
Flour,Mandragora,-3,0
Flour,Mango,1,0
Flour,Milk,4,0
Flour,Nutmeg,3,0
Flour,Nuts,4,0
Flour,Oil,4,1
Flour,Orange,1,0
Flour,Papaya,1,0
Flour,Peach,1,0
Flour,Pear,1,0
Flour,Pineapple,1,0
Flour,Pomegranate,1,0
Flour,Pumpkin,3,0
Flour,Strawberry,1,0
Flour,Sugar,4,0
Flour,TonkaBean,3,0
Flour,Vanilla,4,0
Flour,Water,5,1
Flour,Yeast,6,0
Flour,Zucchini,2,0
Honey,Beef,3,0
Honey,Beet,2,0
Honey,Blackthorn,2,0
Honey,Coffee,2,0
Honey,Cream,6,0
Honey,Flour,4,0
Honey,Jerky,5,0
Honey,Lemon,5,0
Honey,Malt,4,0
Honey,Mandragora,-3,0
Honey,Milk,6,0
Honey,Nuts,4,0
Honey,Pepper,2,0
Honey,Pork,4,0
Honey,Shrimp,4,0
Honey,Tea,5,0
Honey,Turkey,4,0
Honey,Vanilla,4,0
Ice,Algae,-2,0
Ice,Blueberries,1,0
Ice,Caviar,5,0
Ice,Cherry,1,0
Ice,Clover,5,0
Ice,Coffee,5,0
Ice,Cream,10,0
Ice,Cucumber,2,0
Ice,GrapesGreen,1,0
Ice,GrapesRed,1,0
Ice,Kiwi,1,0
Ice,Malt,7,0
Ice,Mandragora,-3,0
Ice,Mango,1,0
Ice,Orange,1,0
Ice,Papaya,1,0
Ice,Peach,1,0
Ice,Pear,1,0
Ice,Pineapple,1,0
Ice,Plums,1,0
Ice,Pomegranate,1,0
Ice,Strawberry,1,0
Ice,Tea,7,0
Ice,Water,4,0
Mayonnaise,Apple,-1,0
Mayonnaise,Avocado,4,0
Mayonnaise,Banana,-1,0
Mayonnaise,Blueberries,-1,0
Mayonnaise,Cherry,-1,0
Mayonnaise,Cinnamon,-6,0
Mayonnaise,Egg,6,0
Mayonnaise,GrapesGreen,-1,0
Mayonnaise,GrapesRed,-1,0
Mayonnaise,GreenOnion,-2,0
Mayonnaise,Kiwi,-1,0
Mayonnaise,Mandragora,-3,0
Mayonnaise,Mango,-1,0
Mayonnaise,Melon,-2,0
Mayonnaise,Nori,-2,0
Mayonnaise,Orange,-1,0
Mayonnaise,Papaya,-1,0
Mayonnaise,Peach,-1,0
Mayonnaise,Pear,-1,0
Mayonnaise,Pineapple,-1,0
Mayonnaise,Plums,-1,0
Mayonnaise,Pomegranate,-1,0
Mayonnaise,Strawberry,-1,0
Mayonnaise,Tuna,5,0
Mayonnaise,Wasabi,-5,0
Mayonnaise,Watermelon,-2,0
Milk,BakingPowder,4,0
Milk,Banana,1,0
Milk,Blackthorn,1,0
Milk,Blueberries,1,0
Milk,Cherry,1,0
Milk,Cinnamon,3,0
Milk,Cocoa,8,0
Milk,Coffee,4,0
Milk,Flour,4,0
Milk,Gooseberry,1,0
Milk,GrapesGreen,1,0
Milk,GrapesRed,1,0
Milk,GreenOnion,-2,0
Milk,Honey,6,0
Milk,Kiwi,1,0
Milk,Lemon,-4,0
Milk,Lime,-4,0
Milk,Mandragora,-3,0
Milk,Mango,1,0
Milk,Nutmeg,3,0
Milk,Orange,1,0
Milk,Papaya,1,0
Milk,Peach,1,0
Milk,Pear,1,0
Milk,Pineapple,1,0
Milk,Plums,1,0
Milk,Pomegranate,1,0
Milk,Potato,3,0
Milk,Pumpkin,2,0
Milk,Salt,-4,0
Milk,Strawberry,4,0
Milk,Sugar,4,0
Milk,Tea,5,0
Milk,TonkaBean,3,0
Milk,Vanilla,5,0
Milk,Vinegar,-5,0
Milk,Wheat,4,0
Milk,Yeast,4,0
Nuts,Apple,2,0
Nuts,Asparagus,3,0
Nuts,BakingPowder,4,0
Nuts,Banana,1,0
Nuts,Beet,2,0
Nuts,Celery,3,0
Nuts,Cheese,3,0
Nuts,Cocoa,5,0
Nuts,Coconut,2,0
Nuts,Duck,3,0
Nuts,Eggplant,2,0
Nuts,Flour,4,0
Nuts,Honey,4,0
Nuts,Jerky,2,0
Nuts,Mandragora,-3,0
Nuts,Melon,1,0
Nuts,Nutmeg,2,0
Nuts,Oil,3,0
Nuts,Pumpkin,2,0
Nuts,Salt,3,0
Nuts,TonkaBean,2,0
Nuts,Vanilla,2,0
Nuts,Watermelon,1,0
Nuts,Wheat,3,0
Nuts,Yeast,3,0
Nuts,Yogurt,4,0
Oil,Algae,2,0
Oil,Avocado,1,0
Oil,Beans,1,1
Oil,Beet,1,0
Oil,Carrot,2,1
Oil,Egg,4,1
Oil,FishBone,4,0
Oil,Flour,4,1
Oil,Garlic,1,0
Oil,Mandragora,-3,0
Oil,Nutmeg,2,0
Oil,Nuts,3,0
Oil,Potato,1,0
Oil,Rice,4,1
Oil,Shrimp,2,0
Oil,Tuna,3,0
Oil,Wasabi,1,0
Oil,Wheat,2,0
Oil,Yeast,2,0
Rice,Algae,3,0
Rice,Avocado,2,0
Rice,Banana,2,1
Rice,Beans,2,1
Rice,Beef,4,0
Rice,BellPepper,4,0
Rice,Broccoli,2,0
Rice,Carp,1,0
Rice,Carrot,2,1
Rice,Chicken,3,1
Rice,Coconut,2,0
Rice,Duck,2,0
Rice,Eel,2,0
Rice,Egg,3,1
Rice,Eggplant,1,0
Rice,FuguFish,6,0
Rice,Garlic,1,0
Rice,GreenOnion,3,0
Rice,Lamb,3,0
Rice,Lemon,1,0
Rice,Lime,1,0
Rice,Lobster,1,0
Rice,Makarel,4,0
Rice,Mandragora,-3,0
Rice,Mushroom,2,0
Rice,Nori,10,1
Rice,Octopus,2,0
Rice,Oil,4,1
Rice,Onion,4,0
Rice,Pork,2,0
Rice,Raddish,3,0
Rice,Salad,-3,0
Rice,Salmon,4,1
Rice,Salt,2,1
Rice,Shrimp,5,0
Rice,Tea,2,0
Rice,Tomato,2,1
Rice,Turkey,3,0
Rice,Wasabi,4,0
Rice,Water,5,1
Rice,Zucchini,2,0
Tea,Algae,1,0
Tea,Avocado,-2,0
Tea,Banana,-1,0
Tea,BellPepper,-4,0
Tea,Broccoli,-4,0
Tea,Coffee,-5,0
Tea,GreenOnion,-2,0
Tea,Honey,5,0
Tea,Ice,7,0
Tea,Lemon,4,0
Tea,Lime,1,0
Tea,Mandragora,-3,0
Tea,Milk,5,0
Tea,Raddish,3,0
Tea,Rice,2,0
Tea,Salt,-6,0
Tea,Vinegar,-5,0
Tea,Water,4,0
Vinegar,Avocado,1,0
Vinegar,Banana,-3,0
Vinegar,Beans,2,0
Vinegar,Blueberries,-1,0
Vinegar,Cherry,-1,0
Vinegar,Cinnamon,-5,0
Vinegar,Clover,5,0
Vinegar,Corn,2,0
Vinegar,Cream,-5,0
Vinegar,Egg,3,0
Vinegar,Gooseberry,-1,0
Vinegar,GrapesGreen,-1,0
Vinegar,GrapesRed,-1,0
Vinegar,Kiwi,-1,0
Vinegar,Mandragora,-3,0
Vinegar,Mango,-1,0
Vinegar,Melon,-1,0
Vinegar,Milk,-5,0
Vinegar,Orange,-1,0
Vinegar,Oysters,5,0
Vinegar,Papaya,-1,0
Vinegar,Peach,-1,0
Vinegar,Pear,-1,0
Vinegar,Pineapple,-1,0
Vinegar,Plums,-1,0
Vinegar,Pomegranate,-1,0
Vinegar,Raddish,3,0
Vinegar,Strawberry,-1,0
Vinegar,Tea,-5,0
Vinegar,Tuna,3,0
Vinegar,Watermelon,-1,0
Water,BakingPowder,5,0
Water,Beans,2,1
Water,Bones,3,0
Water,Celery,4,0
Water,Cocoa,4,0
Water,Coconut,1,0
Water,Coffee,3,0
Water,FishBone,3,0
Water,Flour,5,1
Water,FuguFish,3,0
Water,Gooseberry,1,0
Water,Hop,5,0
Water,Ice,4,0
Water,Lemon,2,0
Water,Lime,2,0
Water,Malt,5,0
Water,Onion,4,0
Water,Potato,2,0
Water,Pumpkin,1,0
Water,Raddish,3,0
Water,Rice,5,1
Water,Tea,4,0
Water,Wheat,2,0
Water,Yeast,3,0
Wheat,Algae,-1,0
Wheat,BakingPowder,4,0
Wheat,Banana,1,0
Wheat,Beef,1,0
Wheat,Blueberries,1,0
Wheat,Butter,4,0
Wheat,Cherry,1,0
Wheat,Cinnamon,2,0
Wheat,Coconut,1,0
Wheat,CoconutMilk,3,0
Wheat,Cream,4,0
Wheat,Egg,3,0
Wheat,GrapesGreen,1,0
Wheat,GrapesRed,1,0
Wheat,Kiwi,1,0
Wheat,Lemon,1,0
Wheat,Mandragora,-3,0
Wheat,Mango,1,0
Wheat,Milk,4,0
Wheat,Nutmeg,3,0
Wheat,Nuts,3,0
Wheat,Oil,2,0
Wheat,Orange,1,0
Wheat,Papaya,1,0
Wheat,Peach,1,0
Wheat,Pear,1,0
Wheat,Pineapple,1,0
Wheat,Pomegranate,1,0
Wheat,Potato,2,0
Wheat,Pumpkin,2,0
Wheat,Strawberry,1,0
Wheat,Sugar,3,0
Wheat,TonkaBean,2,0
Wheat,Vanilla,3,0
Wheat,Water,2,0
Wheat,Yeast,4,0
Wheat,Zucchini,2,0
Yeast,Algae,-2,0
Yeast,BakingPowder,5,0
Yeast,Butter,4,0
Yeast,Cinnamon,2,0
Yeast,Egg,3,0
Yeast,Flour,6,0
Yeast,Mandragora,-3,0
Yeast,Milk,4,0
Yeast,Mushroom,-2,0
Yeast,Nutmeg,2,0
Yeast,Nuts,3,0
Yeast,Oil,2,0
Yeast,Pumpkin,1,0
Yeast,Sugar,3,0
Yeast,TonkaBean,2,0
Yeast,Water,3,0
Yeast,Wheat,4,0
Yogurt,Avocado,-3,0
Yogurt,Banana,1,0
Yogurt,BellPepper,-5,0
Yogurt,Blueberries,2,0
Yogurt,Cherry,2,0
Yogurt,Coconut,1,0
Yogurt,Cucumber,2,0
Yogurt,Garlic,-3,0
Yogurt,Gooseberry,2,0
Yogurt,GrapesGreen,2,0
Yogurt,GrapesRed,2,0
Yogurt,Kiwi,2,0
Yogurt,Mandragora,-3,0
Yogurt,Mango,2,0
Yogurt,Nuts,4,0
Yogurt,Orange,2,0
Yogurt,Papaya,2,0
Yogurt,Peach,3,0
Yogurt,Pomegranate,2,0
Yogurt,Pumpkin,2,0
Yogurt,Salt,3,0
Yogurt,Strawberry,2,0
Yogurt,Tuna,-5,0
Malt,Blueberries,1,0
Malt,Cherry,1,0
Malt,Cocoa,5,0
Malt,Coffee,3,0
Malt,Cream,5,0
Malt,GrapesGreen,1,0
Malt,GrapesRed,1,0
Malt,GreenOnion,-1,0
Malt,Honey,4,0
Malt,Ice,7,0
Malt,Kiwi,1,0
Malt,Lemon,2,0
Malt,Lime,2,0
Malt,Mandragora,-3,0
Malt,Mango,1,0
Malt,Melon,1,0
Malt,Orange,1,0
Malt,Papaya,1,0
Malt,Peach,1,0
Malt,Pomegranate,1,0
Malt,Salt,-5,0
Malt,Strawberry,2,0
Malt,Sugar,4,0
Malt,Water,5,0
Malt,Watermelon,1,0